,listing_id,listing_emotional_anger,listing_emotional_disgust,listing_emotional_fear,listing_emotional_joy,listing_emotional_sadness,listing_language_analytical,listing_language_confident,listing_language_tentative,listing_social_openness_big5,listing_social_conscientiousness_big5,listing_social_extraversion_big5,listing_social_agreeableness_big5,listing_social_emotional_range_big5,review_emotional_anger,review_emotional_disgust,review_emotional_fear,review_emotional_joy,review_emotional_sadness,review_language_analytical,review_language_confident,review_language_tentative,review_social_openness_big5,review_social_conscientiousness_big5,review_social_extraversion_big5,review_social_agreeableness_big5,review_social_emotional_range_big5
0,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.121523,0.004605,0.015538,0.647544,0.247143,0.628406,0,0.50589,0.167572,0.763426,0.358551,0.964789,0.344134
1,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.103586,0.456054,0.082472,0.613448,0.492235,0,0.527341,0,0.356628,0.869343,0.380182,0.884543,0.430822
2,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.091397,0.079391,0.132628,0.694448,0.154453,0.012707,0,0.603546,0.39462,0.400846,0.434346,0.810877,0.361969
3,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.100703,0.02553,0.056396,0.661008,0.513368,0.346723,0,0.236721,0.45033,0.391406,0.482394,0.906316,0.426407
4,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.191132,0.055294,0.068837,0.313789,0.209897,0.471139,0.735152,0,0.173648,0.01202,0.638106,0.869514,0.379712
5,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.082794,0.025557,0.033159,0.541435,0.11235,0,0,0.902459,0.036997,0.242616,0.569781,0.842657,0.69241
6,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.082159,0.051953,0.12224,0.683619,0.102949,0.662643,0.828525,0,0.316606,0.925018,0.510849,0.996857,0.660331
7,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.013545,0.067433,0.00384,0.892193,0.011196,0,0.970053,0,0.858792,0.670299,0.686178,0.905465,0.659469
8,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.036834,0.012783,0.054688,0.894943,0.013774,0.178218,0.655978,0,0.047429,0.612606,0.820805,0.997697,0.238279
9,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.043697,0.020631,0.012331,0.749077,0.191764,0.024379,0,0.293132,0.114209,0.516854,0.956542,0.88161,0.159275
10,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.52555,0.106755,0.121722,0.134757,0.186034,0.376315,0.869578,0,0.15693,0.138944,0.464274,0.602701,0.154815
11,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.069429,0.031054,0.059091,0.809043,0.020956,0.881046,0,0.85591,0.621036,0.059205,0.861477,0.929205,0.258073
12,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.104091,0.018682,0.043619,0.787099,0.06577,0,0,0,0.1123,0.011862,0.833046,0.593899,0.101732
13,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.29258,0.00529,0.070882,0.663453,0.028536,0,0.843719,0,0.017511,0.083275,0.156329,0.767791,0.33428
14,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.054789,0.050277,0.007279,0.745709,0.117116,0.754451,0,0.779803,0.009403,0.007525,0.64666,0.761125,0.00054
15,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.062262,0.06629,0.104948,0.737063,0.07523,0.001999,0,0.868086,0.291695,0.275324,0.686212,0.200766,0.720743
16,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.0739,0.015403,0.036645,0.453334,0.070144,0.25262,0,0,0.163517,0.135713,0.473562,0.600104,0.126324
17,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.020459,0.079983,0.029204,0.842323,0.023868,0.624321,0,0,0.624545,0.001507,0.567731,0.648874,0.055007
18,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.059197,0.012136,0.036121,0.071161,0.122895,0,0,0,0.144318,0.129899,0.445069,0.604148,0.192314
19,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.089203,0.056028,0.083209,0.157099,0.124915,0.003053,0,0,0.141657,0.130955,0.447377,0.60291,0.144431
20,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.09483,0.03711,0.003899,0.604634,0.25524,0.959237,0,0.770435,0.926603,0.213671,0.590149,0.63164,0.319437
21,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.047957,0.038433,0.081915,0.761719,0.145901,0.399662,0.877963,0,0.316485,0.867366,0.968403,0.994634,0.281251
22,2613909,0.118826,0.160683,0.106752,0.62728,0.486304,0.001565,0,0.690296,0.30059,0.481852,0.887166,0.747624,0.575458,0.023372,0.002407,0.016313,0.924146,0.031297,0,0.80026,0,0.019687,0.2611,0.525349,0.806978,0.017537
23,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.013002,0.001958,0.001887,0.733705,0.01017,0.472718,0,0,0.613022,0.939981,0.958806,0.918984,0.870404
24,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.0109,0.002062,0.002721,0.980221,0.004295,0,0.449032,0,0.435515,0.586996,0.984047,0.994543,0.598445
25,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.027033,0.029923,0.044528,1,0.093237,0.186171,0,0.448741,0.448274,0.170801,0.737931,0.853044,0.135612
26,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.010601,0.021397,0.028273,0.942995,0.004014,0.003726,0,0.493787,0.209238,0.122521,0.855222,0.937829,0.11691
27,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.022074,0.011861,0.021881,0.740968,0.217794,0.44627,0,0.842574,0.259016,0.002449,0.109498,0.855492,0.000385
28,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.108555,0.065442,0.03161,0.636276,0.105417,0.286994,0.507373,0,0.502379,0.625564,0.855286,0.99507,0.371316
29,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.079326,0.052157,0.047825,0.750799,0.145946,0.860088,0.419807,0,0.1679,0.712357,0.910718,0.954539,0.517735
30,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.016826,0.003538,0.001625,0.97121,0.006971,0,0.955084,0,0.472951,0.910055,0.996892,0.99967,0.736857
31,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.529326,0.060878,0.120728,0.679998,0.451111,0.487988,0.532529,0,0.231632,0.146444,0.525729,0.989685,0.149646
32,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.199095,0.069594,0.066932,0.422333,0.204999,0.069122,0,0,0.138477,0.095625,0.616232,0.750924,0.53952
33,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.024681,0.00362,0.008198,0.917281,0.051485,0,0.810669,0,0.254311,0.789585,0.93529,0.904182,0.561129
34,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.070468,0.007277,0.032149,0.789793,0.122661,0.00191,0,0.658666,0.015799,0.171868,0.411343,0.958184,0.394441
35,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.161506,0.054207,0.168878,0.187679,0.623641,0.444566,0.856574,0,0.009391,0.308661,0.329678,0.966567,0.268443
36,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.006621,0.004561,0.001678,0.979715,0.002483,0,0,0,0.326445,0.668862,0.934148,0.995308,0.792645
37,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.008414,0.007182,0.013816,0.879685,0.009123,0,0.971165,0,0.078951,0.168813,0.36158,0.915391,0.147608
38,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.051007,0.062889,0.012067,0.780374,0.113602,0,0,0.817737,0.387715,0.262016,0.716927,0.966641,0.557339
39,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.01819,0.00695,0.028441,0.876172,0.077795,0.852601,0,0.840937,0.068955,0.859157,0.191878,0.995321,0.143798
40,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.039859,0.034135,0.135938,0.604128,0.137715,0,0.86436,0,0.000614,0.586115,0.065472,0.723156,0.260836
41,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.017399,0.007089,0.048283,0.863749,0.061515,0.8274,0.527341,0,0.222652,0.891549,0.836957,0.999949,0.277611
42,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.039047,0.007115,0.006829,0.922918,0.021172,0,0,0,0.160277,0.552707,0.988282,0.960186,0.540253
43,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.024641,0.018508,0.005014,0.917008,0.014271,0.426355,0.950217,0,0.566876,0.7088,0.89189,0.961358,0.519253
44,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.071896,0.038855,0.041932,0.705439,0.103456,0.359828,0.755641,0,0.515531,0.838629,0.29148,0.98567,0.422533
45,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.02076,0.002137,0.002818,0.945159,0.017737,0.677232,0,0.559128,0.582701,0.914063,0.924431,0.998647,0.593316
46,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.021679,0.015709,0.020923,0.923215,0.02758,0.460758,0,0.692385,0.136497,0.807892,0.745615,0.977618,0.274109
47,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.220725,0.040753,0.234603,0.489688,0.100835,0.694442,0,0,0.389533,0.561319,0.19787,0.242718,0.159057
48,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.056887,0.058775,0.106902,0.420293,0.077152,0,0,0,0.079736,0.140951,0.47167,0.598121,0.16242
49,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.157576,0.039977,0.033055,0.742767,0.077405,0,0.735152,0,0.030674,0.108354,0.793225,0.968885,0.45684
50,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.086048,0.071275,0.12113,0.678193,0.1565,0.547752,0,0.885565,0.106523,0.871054,0.752535,0.921674,0.518418
51,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.00994,0.004443,0.014802,0.957045,0.015529,0,0.971165,0,0.065544,0.084055,0.849923,0.904008,0.142141
52,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.061392,0.0407,0.047473,0.723811,0.064107,0.248438,0.906441,0,0.690036,0.847548,0.964598,0.996893,0.089242
53,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.071242,0.013334,0.026457,0.855432,0.048733,0.080162,0,0.258721,0.152642,0.890061,0.585318,0.993556,0.541988
54,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.077294,0.099288,0.082869,0.675822,0.146311,0.180738,0.865402,0,0.269662,0.341086,0.786766,0.909574,0.659023
55,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.014451,0.003756,0.022046,0.877607,0.06649,0,0,0.039078,0.218742,0.939809,0.8917,0.999022,0.396402
56,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.046479,0.018109,0.056242,0.675313,0.10757,0.573521,0.894443,0,0.340366,0.194813,0.27418,0.922723,0.326135
57,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.089662,0.074624,0.054733,0.647561,0.116719,0.74165,0,0.890302,0.530809,0.107263,0.394508,0.431383,0.170752
58,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.019091,0.019174,0.085721,0.835437,0.048574,0.869696,0.932568,0,0.419368,0.604034,0.922023,0.994695,0.555908
59,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.506992,0.061001,0.08888,0.610736,0.160667,0,0.866097,0,0.219987,0.268676,0.77624,0.785019,0.183587
60,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.05174,0.017724,0.051547,0.726914,0.077031,0,0,0,0.001719,0.110226,0.685408,0.628643,0.652171
61,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.07396,0.057487,0.085773,0.672006,0.186268,0,0,0,0.159461,0.132573,0.444347,0.608368,0.148768
62,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.020387,0.017676,0.011921,0.856604,0.053532,0.020659,0,0.42811,0.15191,0.136563,0.79566,0.782115,0.538275
63,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.17511,0.090281,0.029579,0.347545,0.441429,0.01574,0.735152,0,0.548584,0.477396,0.707225,0.651402,0.59432
64,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.021866,0.030744,0.012067,0.830796,0.075797,0.421445,0.88533,0,0.214526,0.010826,0.290244,0.250565,0.400957
65,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.025358,0.005103,0.002346,0.931791,0.005446,0.849316,0.942754,0,0.656382,0.573675,0.899294,0.984693,0.60315
66,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.000134,0.000108,0.000947,0.95483,0.036992,0.882284,0,0,0.029637,0.27593,0.544067,0.635133,0.223705
67,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.006439,0.008886,0.011732,0.944884,0.018039,0,0.981352,0,0.676342,0.221189,0.608564,0.988662,0.078832
68,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.033024,0.001587,0.02041,0.940618,0.00601,0,0.91171,0,0.328068,0.967217,0.842176,0.999181,0.302751
69,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0,0,0,0,0,0,0,0,0,0,0,0,0
70,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.022,0.006732,0.005397,0.958224,0.009198,0.472718,0.901164,0,0.639801,0.937611,0.9674,0.986266,0.621246
71,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.043289,0.004008,0.025162,0.709556,0.224894,0.54483,0.60167,0,0.163336,0.37655,0.950072,0.955742,0.348303
72,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.012159,0.00458,0.019371,0.910755,0.056646,0,0,0.742727,0.006598,0.215253,0.704386,0.961723,0.100571
73,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.03062,0.010404,0.015493,0.882901,0.069797,0.76427,0,0.055557,0.232334,0.502514,0.234912,0.9922,0.287892
74,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.026475,0.006536,0.040096,0.75701,0.14519,0.701906,0.627908,0,0.565201,0.446515,0.635549,0.371142,0.742792
75,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.123603,0.025425,0.078739,0.542508,0.305565,0.747663,0.818552,0,0.562902,0.91604,0.652344,0.994364,0.722552
76,753374,0.083491,0.112294,0.092613,0.627079,0.17669,0.222897,0.725908,0,0.354813,0.711876,0.780301,0.72211,0.568366,0.023363,0.010027,0.016532,0.524436,0.027456,0,0,0,0.153903,0.130102,0.446162,0.604551,0.190982
